origem,destino,dominio,camada,acao,observacao
src/components/auth/AccountSecuritySection.tsx,src/dominios/auth/ui/AccountSecuritySection.tsx,auth,ui,mover,
src/components/auth/AuthShell.tsx,src/dominios/auth/ui/AuthShell.tsx,auth,ui,mover,
src/components/auth/PasswordField.tsx,src/dominios/auth/ui/PasswordField.tsx,auth,ui,mover,
src/components/auth/ResetPassword.tsx,src/dominios/auth/ui/ResetPassword.tsx,auth,ui,mover,
src/components/auth/SecurityPanel.tsx,src/dominios/auth/ui/SecurityPanel.tsx,auth,ui,mover,
src/lib/auth.ts,src/dominios/auth/servico/auth.ts,auth,servico,mover,
src/lib/authCallback.ts,src/dominios/auth/servico/authCallback.ts,auth,servico,mover,
src/lib/authHeaders.ts,src/dominios/auth/servico/authHeaders.ts,auth,servico,mover,
src/lib/identidade.ts,src/dominios/auth/estado/identidade.ts,auth,estado,mover,Eixo identidade (selfhost/carregando/anonimo/conta)
src/lib/supabase.ts,src/dominios/auth/servico/supabase.ts,auth,servico,mover,
src/components/CommandPalette.tsx,src/compartilhado/ui/CommandPalette.tsx,compartilhado,ui,mover,
src/components/ErroDaTela.tsx,src/compartilhado/ui/ErroDaTela.tsx,compartilhado,ui,mover,ErrorBoundary da arvore inteira
src/components/GuidePanel.tsx,src/compartilhado/ui/GuidePanel.tsx,compartilhado,ui,mover,Ajuda in-app aberta pela tela Capturar e por Configuracoes
src/components/InfoHint.tsx,src/compartilhado/ui/InfoHint.tsx,compartilhado,ui,mover,
src/components/PopoverFlutuante.tsx,src/compartilhado/ui/PopoverFlutuante.tsx,compartilhado,ui,mover,So a moldura do popover; Analysis e Reading a reusam
src/components/Provenance.tsx,src/compartilhado/ui/Provenance.tsx,compartilhado,ui,mover,"Procedencia do dado: usada por transcricao, vocabulario e estatisticas"
src/components/Toast.tsx,src/compartilhado/ui/Toast.tsx,compartilhado,ui,mover,21 importadores em todos os dominios
src/components/ui/Abas.tsx,src/compartilhado/ui/Abas.tsx,compartilhado,ui,mover,
src/components/ui/Barra.tsx,src/compartilhado/ui/Barra.tsx,compartilhado,ui,mover,
src/components/ui/Ladrilho.tsx,src/compartilhado/ui/Ladrilho.tsx,compartilhado,ui,mover,
src/components/ui/Segmentado.tsx,src/compartilhado/ui/Segmentado.tsx,compartilhado,ui,mover,
src/components/ui/Vazio.tsx,src/compartilhado/ui/Vazio.tsx,compartilhado,ui,mover,
src/components/ui/index.ts,src/compartilhado/ui/index.ts,compartilhado,ui,mover,
src/hooks/useLayout.ts,src/compartilhado/hooks/useLayout.ts,compartilhado,estado,mover,
src/lib/camadasDeEscape.ts,src/compartilhado/lib/camadasDeEscape.ts,compartilhado,,mover,"Pilha de camadas do Escape; hoje so jogos usa (2), mas e primitiva de UI"
src/lib/lazyComRecarga.ts,src/compartilhado/lib/lazyComRecarga.ts,compartilhado,,mover,
src/lib/posicaoFlutuante.ts,src/compartilhado/hooks/posicaoFlutuante.ts,compartilhado,estado,mover,
src/lib/relatorioDeErros.ts,src/compartilhado/lib/relatorioDeErros.ts,compartilhado,,mover,
src/lib/sfxDelegate.ts,src/compartilhado/lib/sfxDelegate.ts,compartilhado,,mover,Delegacao global de som instalada uma vez pela casca
src/lib/soundFx.ts,src/compartilhado/lib/soundFx.ts,compartilhado,,mover,"AMBIGUO: 10 dos 18 importadores sao de jogos, mas o motor e instalado globalmente pela casca via sfxDelegate; fica compartilhado"
server/db/repositories/conta.ts,server/dominios/conta/repositorio/conta.ts,conta,repositorio,mover,
server/db/repositories/credentials.ts,server/dominios/conta/repositorio/credentials.ts,conta,repositorio,mover,
server/db/repositories/perfil.ts,server/dominios/conta/repositorio/perfil.ts,conta,repositorio,mover,
server/db/repositories/settings.ts,server/dominios/conta/repositorio/settings.ts,conta,repositorio,mover,
server/routes/admin.ts,server/dominios/conta/rotas/admin.ts,conta,rotas,mover,
server/routes/me.ts,server/dominios/conta/rotas/me.ts,conta,rotas,mover,
server/routes/settings.ts,server/dominios/conta/rotas/settings.ts,conta,rotas,mover,
src/components/Onboarding.tsx,src/dominios/conta/ui/Onboarding.tsx,conta,ui,mover,
src/components/conta/AvisoDeConta.tsx,src/dominios/conta/ui/AvisoDeConta.tsx,conta,ui,mover,
src/components/conta/CartaoDeConvite.tsx,src/dominios/conta/ui/CartaoDeConvite.tsx,conta,ui,mover,
src/components/conta/GateDeConta.tsx,src/dominios/conta/ui/GateDeConta.tsx,conta,ui,mover,
src/components/conta/ModalDeMigracao.tsx,src/dominios/conta/ui/ModalDeMigracao.tsx,conta,ui,mover,
src/components/conta/exigeConta.ts,src/dominios/conta/estado/exigeConta.ts,conta,estado,mover,
src/components/views/Perfil.tsx,src/dominios/conta/ui/Perfil.tsx,conta,ui,mover,
src/components/views/perfil/AbaDados.tsx,src/dominios/conta/ui/AbaDados.tsx,conta,ui,mover,
src/components/views/perfil/AbaProgresso.tsx,src/dominios/conta/ui/AbaProgresso.tsx,conta,ui,mover,
src/components/views/perfil/AbaVoce.tsx,src/dominios/conta/ui/AbaVoce.tsx,conta,ui,mover,
src/data/me.ts,src/dominios/conta/dados/me.ts,conta,dados,mover,"Sai de src/data: nao e o funil nem o espelho, e leitura/escrita de conta"
src/data/migracao.ts,src/dominios/conta/dados/migracao.ts,conta,dados,mover,"Sai de src/data: nao e o funil nem o espelho, e leitura/escrita de conta"
src/lib/marcosDeConta.ts,src/dominios/conta/estado/marcosDeConta.ts,conta,estado,mover,
src/lib/usePerfil.ts,src/dominios/conta/estado/usePerfil.ts,conta,estado,mover,
server/db/db.ts,,dados,infra,fica,"drizzle.config.ts, o Dockerfile e o harness de teste citam este caminho literalmente"
server/db/migrate.ts,,dados,infra,fica,"drizzle.config.ts, o Dockerfile e o harness de teste citam este caminho literalmente"
server/db/migrations/**,,dados,infra,fica,"Diretorio inteiro (28 SQL + 24 snapshots + _journal.json): drizzle.config.ts, Dockerfile e o harness de teste citam o caminho"
server/db/schema.ts,,dados,infra,fica,"drizzle.config.ts, o Dockerfile e o harness de teste citam este caminho literalmente"
src/data/api.ts,,dados,dados,dividir,"ARQUIVO-DEUS (1163 linhas) e FUNIL. apiFetch (18-68) FICA aqui: audit/rules/ast-grep/fetch-fora-do-funil.yml cita src/data/api.ts literalmente. Saem por dominio de rota: 70-153 e 155-366 sessoes/falas/importacao -> dominios/sessao/dados; 367-486 e 525-659 vocabulario/FSRS -> dominios/vocabulario/dados; 487-524 Anki -> dominios/vocabulario/dados; 660-822 metricas, resultados de exercicio e historico de itens -> dominios/estatisticas/dados; 823-956 Seeds, presenca, passe, creditos e recordes -> dominios/economia/dados; 957-1008 settings -> dominios/personalizacao/dados; 1009-1066 credenciais de provedor -> dominios/conta/dados; 1067-1109 busca de capa -> dominios/sessao/dados; 1110-1163 exportar/excluir conta -> dominios/conta/dados"
src/data/efemero/servidor.ts,,dados,dados,dividir,"ARQUIVO-DEUS (972 linhas). Espelho em memoria do servidor; o roteador FICA aqui. Saem: 147-302 sessoes, falas e audio -> dominios/sessao/dados; 303-547 cartoes, FSRS e paginacao -> dominios/vocabulario/dados; 548-591 falas e resultados de exercicio -> dominios/vocabulario/dados; 592-623 recordes -> dominios/jogos/dados; 624-768 Seeds, presenca e drops -> dominios/economia/dados; 769-888 perfil e metricas -> dominios/estatisticas/dados; 889-922 settings e entitlements anonimos -> dominios/conta/dados; 30-146 helpers e 923-972 tabela ROTAS + servidorEfemero FICAM"
src/data/efemero/store.ts,,dados,dados,fica,Espelho em memoria do banco; para junto do servidor efemero
src/data/trilha/FONTES.md,,dados,,fica,"Procedencia dos dados CEFR, fica junto do que sobrou da trilha"
src/data/trilha/carregar.ts,,dados,dados,fica,Carregador da trilha no cliente; so o indice e os niveis sobem para o nucleo
src/data/trilha/indice.json,,dados,dados,fica,
server/db/repositories/billingEvents.ts,server/dominios/economia/repositorio/billingEvents.ts,economia,repositorio,mover,
server/db/repositories/credits.ts,server/dominios/economia/repositorio/credits.ts,economia,repositorio,mover,
server/db/repositories/economia.ts,server/dominios/economia/repositorio/economia.ts,economia,repositorio,mover,
server/db/repositories/seedSpends.ts,server/dominios/economia/repositorio/seedSpends.ts,economia,repositorio,mover,
server/db/repositories/subscriptions.ts,server/dominios/economia/repositorio/subscriptions.ts,economia,repositorio,mover,
server/db/repositories/usageCounters.ts,server/dominios/economia/repositorio/usageCounters.ts,economia,repositorio,mover,
server/lib/asaas.ts,server/dominios/economia/servico/asaas.ts,economia,servico,mover,
server/lib/billingEventos.ts,server/dominios/economia/servico/billingEventos.ts,economia,servico,mover,
server/lib/entitlements.ts,server/dominios/economia/servico/entitlements.ts,economia,servico,mover,
server/lib/posseDeCosmeticos.ts,server/dominios/economia/servico/posseDeCosmeticos.ts,economia,servico,mover,
server/lib/storageQuota.ts,server/dominios/economia/servico/storageQuota.ts,economia,servico,mover,
server/lib/usageQuota.ts,server/dominios/economia/servico/usageQuota.ts,economia,servico,mover,
server/routes/billing.ts,server/dominios/economia/rotas/billing.ts,economia,rotas,mover,
src/components/CardDePlanos.tsx,src/dominios/economia/ui/CardDePlanos.tsx,economia,ui,mover,
src/components/RecompensaDesbloqueada.tsx,src/dominios/economia/ui/RecompensaDesbloqueada.tsx,economia,ui,mover,
src/components/progress/FaixaDeProgresso.tsx,src/dominios/economia/ui/FaixaDeProgresso.tsx,economia,ui,mover,
src/components/views/Conquistas.tsx,src/dominios/economia/ui/Conquistas.tsx,economia,ui,mover,
src/components/views/Loja.tsx,src/dominios/economia/ui/Loja.tsx,economia,ui,mover,
src/components/views/Planos.tsx,src/dominios/economia/ui/Planos.tsx,economia,ui,mover,
src/components/views/loja/CabecalhoDeTemporada.tsx,src/dominios/economia/ui/CabecalhoDeTemporada.tsx,economia,ui,mover,
src/components/views/loja/ComprarCreditos.tsx,src/dominios/economia/ui/ComprarCreditos.tsx,economia,ui,mover,
src/components/views/passe/PasseDeTemporada.tsx,src/dominios/economia/ui/PasseDeTemporada.tsx,economia,ui,mover,
src/components/views/planos/Assinar.tsx,src/dominios/economia/ui/Assinar.tsx,economia,ui,mover,
src/lib/carteira.ts,src/dominios/economia/estado/carteira.ts,economia,estado,mover,
src/lib/conquistas.ts,src/dominios/economia/servico/conquistas.ts,economia,servico,mover,
src/lib/conquistasPosse.ts,src/dominios/economia/estado/conquistasPosse.ts,economia,estado,mover,
src/lib/desbloqueios.ts,src/dominios/economia/servico/desbloqueios.ts,economia,servico,mover,
src/lib/entitlements.ts,src/dominios/economia/estado/entitlements.ts,economia,estado,mover,
src/lib/liberacaoDev.ts,src/dominios/economia/estado/liberacaoDev.ts,economia,estado,mover,
src/lib/loja.ts,src/dominios/economia/dados/loja.ts,economia,dados,mover,
src/lib/presenca.ts,src/dominios/economia/servico/presenca.ts,economia,servico,mover,
src/lib/progress.ts,src/dominios/economia/servico/progress.ts,economia,servico,mover,
src/lib/uso.ts,src/dominios/economia/estado/uso.ts,economia,estado,mover,
server/db/repositories/metrics.ts,server/dominios/estatisticas/repositorio/metrics.ts,estatisticas,repositorio,mover,
server/db/repositories/resumo.ts,server/dominios/estatisticas/repositorio/resumo.ts,estatisticas,repositorio,mover,
server/routes/erros.ts,server/dominios/estatisticas/rotas/erros.ts,estatisticas,rotas,mover,
server/routes/metrics.ts,server/dominios/estatisticas/rotas/metrics.ts,estatisticas,rotas,mover,
src/components/Honestidade.tsx,src/dominios/estatisticas/ui/Honestidade.tsx,estatisticas,ui,mover,
src/components/metrics/EvolucaoSemanal.tsx,src/dominios/estatisticas/ui/EvolucaoSemanal.tsx,estatisticas,ui,mover,
src/components/metrics/NiveisDoConjunto.tsx,src/dominios/estatisticas/ui/NiveisDoConjunto.tsx,estatisticas,ui,mover,
src/components/views/AnalysisExpandedKpi.tsx,src/dominios/estatisticas/ui/AnalysisExpandedKpi.tsx,estatisticas,ui,mover,
src/components/views/Metrics.tsx,src/dominios/estatisticas/ui/Metrics.tsx,estatisticas,ui,mover,
src/components/views/MetricsExpandedKpi.tsx,src/dominios/estatisticas/ui/MetricsExpandedKpi.tsx,estatisticas,ui,mover,
src/lib/ranking.ts,src/dominios/estatisticas/servico/ranking.ts,estatisticas,servico,mover,
src/lib/relatorioDeProgresso.ts,src/dominios/estatisticas/servico/relatorioDeProgresso.ts,estatisticas,servico,mover,
server/ai/mtProxy.ts,server/dominios/i18n/servico/mtProxy.ts,i18n,servico,mover,"Importa src/lib/traducao/promptComunicativo:9, que sobe para src/core/traducao/ na mesma fase"
server/lib/idiomaDoWhisper.ts,server/dominios/i18n/servico/idiomaDoWhisper.ts,i18n,servico,mover,
src/components/LangFlag.tsx,src/dominios/i18n/ui/LangFlag.tsx,i18n,ui,mover,
src/components/LangPicker.tsx,src/dominios/i18n/ui/LangPicker.tsx,i18n,ui,mover,
src/components/views/LangAudit.tsx,src/dominios/i18n/ui/LangAudit.tsx,i18n,ui,mover,
src/data/i18n/cobertura.json,src/dominios/i18n/dados/cobertura.json,i18n,dados,mover,Sai de src/data: nao e o funil nem o espelho
src/lib/T.tsx,src/dominios/i18n/ui/T.tsx,i18n,ui,mover,
src/lib/convoLang.ts,src/dominios/i18n/servico/convoLang.ts,i18n,servico,mover,
src/lib/langAudit.ts,src/dominios/i18n/servico/langAudit.ts,i18n,servico,mover,
src/lib/langConfig.ts,src/dominios/i18n/estado/langConfig.ts,i18n,estado,mover,
src/lib/langDetect.ts,src/dominios/i18n/servico/langDetect.ts,i18n,servico,mover,
src/lib/langFlag.ts,src/dominios/i18n/dados/langFlag.ts,i18n,dados,mover,
src/lib/languages.ts,src/dominios/i18n/dados/languages.ts,i18n,dados,mover,
src/lib/perfilDeIdioma.ts,src/dominios/i18n/servico/perfilDeIdioma.ts,i18n,servico,mover,
src/lib/spokenLang.ts,src/dominios/i18n/servico/spokenLang.ts,i18n,servico,mover,
src/lib/traducao/expressoes.ts,src/dominios/i18n/dados/traducao/expressoes.ts,i18n,dados,mover,
src/lib/traducao/prepararFala.ts,src/dominios/i18n/servico/traducao/prepararFala.ts,i18n,servico,mover,
src/lib/useI18n.ts,src/dominios/i18n/estado/useI18n.ts,i18n,estado,mover,
src/lib/validaTraducao.ts,src/dominios/i18n/servico/validaTraducao.ts,i18n,servico,mover,
server.ts,,infra,infra,dividir,"ARQUIVO-DEUS (703 linhas). Saem: 45-145 criacao do app, requestId, helmet, compression e limitadores -> server/http/app.ts (criarApp); 146-225 montagem dos routers -> server/http/rotas.ts; 227-403 rota de negocio /api/gemini/chat com mensagensDeChat/tryOllamaChat/tryGroqChat -> server/dominios/transcricao/rotas/gemini.ts; 404-634 startServer (Vite dev, estatico, erroGlobal, listen) -> server/http/servidor.ts; 635-703 iniciar() e checagem de PRAGMA -> server/infra/boot.ts. Sobra um bootstrap fino"
server/ai/llmClient.ts,server/infra/ai/llmClient.ts,infra,infra,mover,"Encanamento de IA compartilhado (chokepoint de segredos, SSRF, pass-through de streaming): serve transcricao e i18n"
server/ai/llmRequest.ts,server/infra/ai/llmRequest.ts,infra,infra,mover,"Encanamento de IA compartilhado (chokepoint de segredos, SSRF, pass-through de streaming): serve transcricao e i18n"
server/ai/provedores.ts,server/infra/ai/provedores.ts,infra,infra,mover,"Encanamento de IA compartilhado (chokepoint de segredos, SSRF, pass-through de streaming): serve transcricao e i18n"
server/ai/proxy.ts,server/infra/ai/proxy.ts,infra,infra,mover,"Encanamento de IA compartilhado (chokepoint de segredos, SSRF, pass-through de streaming): serve transcricao e i18n"
server/ai/ssrf.ts,server/infra/ai/ssrf.ts,infra,infra,mover,"Encanamento de IA compartilhado (chokepoint de segredos, SSRF, pass-through de streaming): serve transcricao e i18n"
server/crypto.ts,server/infra/crypto.ts,infra,infra,mover,
server/db/manutencao.ts,server/infra/manutencaoDoBanco.ts,infra,infra,mover,"Rotina de manutencao do banco, nao e schema nem migracao"
server/db/seed.ts,server/infra/seedDoBanco.ts,infra,infra,mover,seedIfEmpty e chamado so pelo bootstrap (server.ts:25)
server/lib/armazenamento.ts,server/infra/armazenamento.ts,infra,infra,mover,
server/lib/bootStatus.ts,server/infra/bootStatus.ts,infra,infra,mover,
server/lib/cadeiaDeCausas.ts,server/infra/cadeiaDeCausas.ts,infra,infra,mover,
server/lib/config.ts,server/infra/config.ts,infra,infra,mover,
server/lib/diarioDeErros.ts,server/infra/diarioDeErros.ts,infra,infra,mover,
server/lib/diretorios.ts,server/infra/diretorios.ts,infra,infra,mover,
server/lib/erroDeRota.ts,server/http/erroDeRota.ts,infra,infra,mover,
server/lib/erroGlobal.ts,server/http/erroGlobal.ts,infra,infra,mover,
server/lib/logger.ts,server/infra/logger.ts,infra,infra,mover,
server/lib/rateLimitStore.ts,server/http/rateLimitStore.ts,infra,infra,mover,
server/lib/requestId.ts,server/http/requestId.ts,infra,infra,mover,
server/lib/respostaDeErro.ts,server/http/respostaDeErro.ts,infra,infra,mover,
server/lib/tipoDeArquivo.ts,server/infra/tipoDeArquivo.ts,infra,infra,mover,
server/routes/health.ts,server/http/health.ts,infra,infra,mover,"Sonda de saude, nao pertence a dominio"
server/validation.ts,server/http/validation.ts,infra,infra,mover,Esquemas Zod compartilhados por todas as rotas
server/db/repositories/exerciseResults.ts,server/dominios/jogos/repositorio/exerciseResults.ts,jogos,repositorio,mover,AMBIGUO: o placar e alimentado pelas rodadas (jogos) e consumido pelo perfil (estatisticas); rank.ts e escrito so pelas rotas de jogos
server/db/repositories/rank.ts,server/dominios/jogos/repositorio/rank.ts,jogos,repositorio,mover,AMBIGUO: o placar e alimentado pelas rodadas (jogos) e consumido pelo perfil (estatisticas); rank.ts e escrito so pelas rotas de jogos
server/routes/exercises.ts,server/dominios/jogos/rotas/exercises.ts,jogos,rotas,mover,
server/routes/rank.ts,server/dominios/jogos/rotas/rank.ts,jogos,rotas,mover,
src/components/FloatingScoreLayer.tsx,src/dominios/jogos/ui/FloatingScoreLayer.tsx,jogos,ui,mover,
src/components/FraseComLacuna.tsx,src/dominios/jogos/ui/FraseComLacuna.tsx,jogos,ui,mover,
src/components/PracticeMenu.tsx,src/dominios/jogos/ui/PracticeMenu.tsx,jogos,ui,mover,
src/components/minigames/AntessalaDaRodada.tsx,src/dominios/jogos/ui/AntessalaDaRodada.tsx,jogos,ui,mover,
src/components/minigames/ArteDosJogos.tsx,src/dominios/jogos/ui/ArteDosJogos.tsx,jogos,ui,mover,
src/components/minigames/BingoPanel.tsx,src/dominios/jogos/ui/BingoPanel.tsx,jogos,ui,mover,
src/components/minigames/BlitzGame.tsx,src/dominios/jogos/ui/BlitzGame.tsx,jogos,ui,mover,
src/components/minigames/CoberturaDosIdiomas.tsx,src/dominios/jogos/ui/CoberturaDosIdiomas.tsx,jogos,ui,mover,"AMBIGUO: minigame sobre cobertura de idiomas; 1 importador em jogos, o dado vem de i18n"
src/components/minigames/ComoSeJoga.tsx,src/dominios/jogos/ui/ComoSeJoga.tsx,jogos,ui,mover,
src/components/minigames/ConectoresGame.tsx,src/dominios/jogos/ui/ConectoresGame.tsx,jogos,ui,mover,
src/components/minigames/DitadoGame.tsx,src/dominios/jogos/ui/DitadoGame.tsx,jogos,ui,mover,
src/components/minigames/EscutaGame.tsx,src/dominios/jogos/ui/EscutaGame.tsx,jogos,ui,mover,
src/components/minigames/KaraokeGame.tsx,src/dominios/jogos/ui/KaraokeGame.tsx,jogos,ui,mover,
src/components/minigames/MemoryGame.tsx,src/dominios/jogos/ui/MemoryGame.tsx,jogos,ui,mover,
src/components/minigames/ResumoDaRodada.tsx,src/dominios/jogos/ui/ResumoDaRodada.tsx,jogos,ui,mover,
src/components/minigames/SalaDeEscolha.tsx,src/dominios/jogos/ui/SalaDeEscolha.tsx,jogos,ui,mover,
src/components/minigames/ScrambleGame.tsx,src/dominios/jogos/ui/ScrambleGame.tsx,jogos,ui,mover,
src/components/minigames/ScratchReward.tsx,src/dominios/jogos/ui/ScratchReward.tsx,jogos,ui,mover,"AMBIGUO: recompensa raspadinha, 1 importador (Play, jogos); a logica de premio e de economia mas a tela e da rodada"
src/components/minigames/SeletorDeConteudo.tsx,src/dominios/jogos/ui/SeletorDeConteudo.tsx,jogos,ui,mover,
src/components/minigames/TermoGame.tsx,src/dominios/jogos/ui/TermoGame.tsx,jogos,ui,mover,
src/components/minigames/TourGuiado.tsx,src/dominios/jogos/ui/TourGuiado.tsx,jogos,ui,mover,
src/components/minigames/WordSearchGame.tsx,src/dominios/jogos/ui/WordSearchGame.tsx,jogos,ui,mover,
src/components/minigames/culturais/BaoGame.tsx,src/dominios/jogos/ui/culturais/BaoGame.tsx,jogos,ui,mover,
src/components/minigames/culturais/CadavreExquisGame.tsx,src/dominios/jogos/ui/culturais/CadavreExquisGame.tsx,jogos,ui,mover,
src/components/minigames/culturais/ChoseongGame.tsx,src/dominios/jogos/ui/culturais/ChoseongGame.tsx,jogos,ui,mover,
src/components/minigames/culturais/KarutaGame.tsx,src/dominios/jogos/ui/culturais/KarutaGame.tsx,jogos,ui,mover,
src/components/minigames/culturais/KofferGame.tsx,src/dominios/jogos/ui/culturais/KofferGame.tsx,jogos,ui,mover,
src/components/minigames/culturais/README.md,src/dominios/jogos/ui/culturais/README.md,jogos,ui,mover,
src/components/minigames/culturais/ShiritoriGame.tsx,src/dominios/jogos/ui/culturais/ShiritoriGame.tsx,jogos,ui,mover,
src/components/minigames/culturais/TabooGame.tsx,src/dominios/jogos/ui/culturais/TabooGame.tsx,jogos,ui,mover,
src/components/minigames/culturais/TenseTennisGame.tsx,src/dominios/jogos/ui/culturais/TenseTennisGame.tsx,jogos,ui,mover,
src/components/minigames/culturais/VitendawiliGame.tsx,src/dominios/jogos/ui/culturais/VitendawiliGame.tsx,jogos,ui,mover,
src/components/minigames/passosDosJogos.ts,src/dominios/jogos/dados/passosDosJogos.ts,jogos,dados,mover,
src/components/views/MapaDoConteudo.tsx,src/dominios/jogos/ui/MapaDoConteudo.tsx,jogos,ui,mover,
src/components/views/PainelTrilha.tsx,src/dominios/jogos/ui/PainelTrilha.tsx,jogos,ui,mover,
src/components/views/Play.tsx,,jogos,ui,dividir,"ARQUIVO-DEUS (3522 linhas). Saem: 96-267 props, ABAS_DE_FONTE, habilidadeDoJogoClassico, antessala e buscarComposicaoPeloFunil -> dominios/jogos/dados; 269-604 estado (deck, fonte/filtro, baralhos Anki, sessoes, rodada, sequencia, recordes, historico) -> dominios/jogos/estado; 605-890 montarRodada -> dominios/jogos/servico; 891-1021 pedirParaJogar/comecar/sequencia -> dominios/jogos/servico; 1022-1474 aoTerminar (relatorio, XP, Seeds, conquistas, gravacao da rodada) -> dominios/economia/servico; 1475-1580 trocarIdioma e aplicarEscolha -> dominios/jogos/estado; 1581-1626 trilha CEFR -> dominios/jogos/dados; 1627-1992 dificuldade automatica e catalogo de jogos -> dominios/jogos/dados; 1993-2352 desbloqueios, ordem, telaCheia e tour -> dominios/jogos/ui; 2353-3522 render FICA na tela"
src/components/views/play/IconesPixel.tsx,src/dominios/jogos/ui/IconesPixel.tsx,jogos,ui,mover,
src/components/views/play/Recordes.tsx,src/dominios/jogos/ui/Recordes.tsx,jogos,ui,mover,
src/components/views/play/componentesDosJogos.ts,src/dominios/jogos/ui/componentesDosJogos.ts,jogos,ui,mover,
src/components/views/play/jogos.tsx,src/dominios/jogos/ui/jogos.tsx,jogos,ui,mover,
src/components/views/play/telaDoJogo.ts,src/dominios/jogos/ui/telaDoJogo.ts,jogos,ui,mover,
src/lib/effects.ts,src/dominios/jogos/ui/effects.ts,jogos,ui,mover,"AMBIGUO: 17 importadores, 10 de jogos contra 3 de personalizacao (Loja, ParticleCanvas) e 1 de transcricao (LiveCapture)"
src/lib/eventosDeJogo.ts,src/dominios/jogos/servico/eventosDeJogo.ts,jogos,servico,mover,
src/lib/filtroDaPratica.ts,src/dominios/jogos/estado/filtroDaPratica.ts,jogos,estado,mover,
src/lib/fonteDaPratica.ts,src/dominios/jogos/estado/fonteDaPratica.ts,jogos,estado,mover,
src/lib/gameFeel.ts,src/dominios/jogos/ui/gameFeel.ts,jogos,ui,mover,"10 importadores, todos de jogos"
src/lib/juice.ts,src/dominios/jogos/ui/juice.ts,jogos,ui,mover,"AMBIGUO: 28 importadores, 20 de jogos contra 4 de personalizacao (Loja, Personalizar, Inventario, SeletorDePaletas)"
src/lib/memoriaLocal.ts,src/dominios/jogos/estado/memoriaLocal.ts,jogos,estado,mover,
src/lib/ordemDosJogos.ts,src/dominios/jogos/estado/ordemDosJogos.ts,jogos,estado,mover,
